gene	log2FoldChange	padj
Gene7313	0.46787514	0.368774146
Gene7314	0	1
Gene7315	0	1
Gene7316	0	1
Gene7317	1.476445865	0.19520048
Gene7318	0	1
Gene7319	0.012773914	0.967983824
Gene7320	0.00475289	0.987405267
Gene7321	0.677427996	0.282008494
Gene7322	1.636240402	0.501059784
Gene7323	0.963662547	0.759325613
Gene7324	0	1
Gene7325	0	1
Gene7326	0.870390873	0.294090145
Gene7327	1.073133602	0.734212551
Gene7328	0.915872949	0.045233134
Gene7329	0.033550188	0.87760466
Gene7330	0.319904699	0.288383697
Gene7331	0.313722752	0.806792846
Gene7332	1.500095597	0.056770348
Gene7333	0	1
Gene7334	0.945473525	0.036045693
Gene7335	0.495355393	0.875464745
Gene7336	1.601924564	0.007568745
Gene7337	0	1
Gene7338	0.434573322	0.547057216
Gene7339	0.015568949	0.955996678
Gene7340	0.091593318	0.774508194
Gene7341	0.548427645	0.488540733
Gene7342	0.620865675	0.347067733
Gene7343	0.007771686	0.989552168
Gene7344	1.088764666	0.686579972
Gene7345	0	1
Gene7346	0.49606481	0.875284827
Gene7347	0.48519774	0.56333793
Gene7348	0.748058386	0.566030928
Gene7349	0	1
Gene7350	0.309875679	0.211182182
Gene7351	0.115164482	0.794797269
Gene7352	0.269022704	0.671727172
Gene7353	0	1
Gene7354	0	1
Gene7355	0	1
Gene7356	0	1
Gene7357	0.380093314	0.355333298
Gene7358	0.077291177	0.892668786
Gene7359	0.724545349	0.681523432
Gene7360	0.289836388	0.26243155
Gene7361	0.362082007	0.313091829
Gene7362	0	1
Gene7363	0	1
Gene7364	1.106298196	0.568062675
Gene7365	0.092918983	0.840504047
Gene7366	0.065390329	0.908439927
Gene7367	0.206528753	0.597366504
Gene7368	2.624956485	0.36099318
Gene7369	0.01134701	0.973191415
Gene7370	0.626390175	0.323779031
Gene7371	0	1
Gene7372	0.770615528	0.139845083
Gene7373	0.495355393	0.875464745
Gene7374	0	1
Gene7375	0.561045668	0.29676934
Gene7376	0	1
Gene7377	0.495355393	0.875464745
Gene7378	0.035723914	0.892122094
Gene7379	1.071924042	0.734502592
Gene7380	0	1
Gene7381	0	1
Gene7382	0	1
Gene7383	0	1
Gene7384	0.610909142	0.447376208
Gene7385	0.528813871	0.482612402
Gene7386	1.705363293	0.586245705
Gene7387	0.112609296	0.834849769
Gene7388	0.208585626	0.80938036
Gene7389	0.519428588	0.53668347
Gene7390	0.135782211	0.8266358
Gene7391	0.276410242	0.870998336
Gene7392	0.242126213	0.40724552
Gene7393	0.611052722	0.461399601
Gene7394	0.495355393	0.875464745
Gene7395	1.198232894	0.2354338
Gene7396	0	1
Gene7397	0	1
Gene7398	0.078168807	0.803395668
Gene7399	0.155273968	0.672441497
Gene7400	0.118551867	0.596728186
Gene7401	0.18285493	0.503431732
Gene7402	0.30170512	0.663968953
Gene7403	0	1
Gene7404	1.240893402	0.054710553
Gene7405	0.935085881	0.228948531
Gene7406	0.256947053	0.820793488
Gene7407	0.195451645	0.382704093
Gene7408	0.524603478	0.28200935
Gene7409	0.567381142	0.356717189
Gene7410	0.293970777	0.500580713
Gene7411	0.77189633	0.108836594
Gene7412	2.441848435	0.145760126
Gene7413	0.09912971	0.722071262
Gene7414	1.073133602	0.734212551
Gene7415	0.181443957	0.30623001
Gene7416	0.55871565	0.280541633
Gene7417	0	1
Gene7418	0.197981392	0.2353579
Gene7419	0	1
Gene7420	1.03292032	0.04707545
Gene7421	0.025046031	0.947606539
Gene7422	0.19907176	0.532431981
Gene7423	2.023942196	0.008252978
Gene7424	0.303212226	0.645441473
Gene7425	0.863712789	0.233753912
Gene7426	0	1
Gene7427	0.495355393	0.875464745
Gene7428	0	1.00E+00
Gene7429	0	1
Gene7430	0.267907517	0.669690345
Gene7431	0.058438144	0.908519229
Gene7432	0.146853019	0.907991245
Gene7433	0.117569052	0.847415731
Gene7434	0.116090674	0.821560054
Gene7435	0	1
Gene7436	0.220567627	0.632288177
Gene7437	0.494686009	0.200429176
Gene7438	0.607044065	0.730814118
Gene7439	0	1
Gene7440	1.562967292	0.103551124
Gene7441	0.43084909	0.113079941
Gene7442	0.444712863	0.507045783
Gene7443	0.379862538	0.233196478
Gene7444	0	1
Gene7445	0	1
Gene7446	0.969487998	0.041208812
Gene7447	1.504140752	0.632765088
Gene7448	0.187712657	8.39E-01
Gene7449	0.495355393	0.875464745
Gene7450	0	1
Gene7451	0	1
Gene7452	0.442298219	0.747927527
Gene7453	1.425873647	0.052915227
Gene7454	0.143032665	0.702484142
Gene7455	0.073486623	0.889409758
Gene7456	0	1
Gene7457	0	1
Gene7458	0	1
Gene7459	0.216348175	0.491009528
Gene7460	1.073133602	0.734212551
Gene7461	0.588837445	0.845487699
Gene7462	2.600256915	0.270461529
Gene7463	0.171478244	0.500632537
Gene7464	1.290995273	0.091813899
Gene7465	0	1
Gene7466	0.147423481	0.574040391
Gene7467	0.015949345	0.969815913
Gene7468	1.825641998	0.342875798
Gene7469	0.565787747	0.567712148
Gene7470	0.220723702	0.502135335
Gene7471	0	1
Gene7472	0.494181297	0.875755844
Gene7473	0.305988953	3.73E-01
Gene7474	1.071924042	0.734502592
Gene7475	0	1
Gene7476	0.195174905	0.825910586
Gene7477	1.456714488	0.473333035
Gene7478	0.354195631	0.36246688
Gene7479	0.058527055	0.768910179
Gene7480	0.495355393	0.875464745
Gene7481	0.05326639	0.94556246
Gene7482	0	1
Gene7483	0.356595407	0.364733098
Gene7484	0.371500437	0.128140193
Gene7485	0.387952029	0.754859968
Gene7486	2.260536105	0.025449944
Gene7487	0.349622462	0.587650122
Gene7488	0.087498804	0.66722521
Gene7489	0.137494888	0.825680679
Gene7490	1.173290799	0.112389686
Gene7491	0.33203487	0.217739157
Gene7492	0.299529277	0.254811867
Gene7493	0.091840618	0.678620086
Gene7494	0.083725749	0.938876087
Gene7495	0	1
Gene7496	0.687877917	0.049004067
Gene7497	0.998370523	0.224153952
Gene7498	0.261027024	0.762975035
Gene7499	0.21952701	0.721758958
Gene7500	0	1
Gene7501	0.2797725	0.611184069
Gene7502	0.172401525	0.463932817
Gene7503	1.66728331	0.050924164
Gene7504	0.658778665	0.144419877
Gene7505	0	1
Gene7506	0	1
Gene7507	0	1
Gene7508	0.769611685	0.716506448
Gene7509	0.595486258	0.104830042
Gene7510	0.06087424	0.837905316
Gene7511	0.257393626	0.706852738
Gene7512	1.564472234	0.535776129
Gene7513	0.894325524	0.106043865
Gene7514	1.146635314	0.067582299
Gene7515	0.791705924	0.372178321
Gene7516	1.073133602	0.734212551
Gene7517	0	1
Gene7518	2.084185262	0.50260201
Gene7519	0	1
Gene7520	0.53313249	0.080494368
Gene7521	0.064673557	0.71381695
Gene7522	0.840335737	0.121387248
Gene7523	0.067976127	0.880890718
Gene7524	0	1
Gene7525	0	1
Gene7526	0.494870825	0.865618505
Gene7527	0.235414681	0.365965336
Gene7528	0.172044312	0.737122827
Gene7529	0.380707151	0.837991639
Gene7530	1.437465124	0.144648802
Gene7531	0.84420484	0.305764142
Gene7532	1.681196644	0.089908052
Gene7533	0	1
Gene7534	0.085039885	0.91958176
Gene7535	0.08733698	0.917189122
Gene7536	0.496038449	0.865242893
Gene7537	0.217237193	0.40731487
Gene7538	1.250493698	0.097474381
Gene7539	0.246331914	0.299584545
Gene7540	0.905858579	0.019283271
Gene7541	0	1
Gene7542	0.27260852	0.636015765
Gene7543	0	1
Gene7544	0.495355393	0.875464745
Gene7545	0.459373022	0.285355117
Gene7546	0	1
Gene7547	1.47687972	0.043690145
Gene7548	0.587287906	0.530153405
Gene7549	0.048886503	0.86003331
Gene7550	0.300740843	0.565315155
Gene7551	0	1
Gene7552	0.304731938	0.517171981
Gene7553	0.295756902	0.169378776
Gene7554	0.011389326	0.979091254
Gene7555	0	1
Gene7556	0	1
Gene7557	0	1
Gene7558	0.459604954	0.383838939
Gene7559	0	1
Gene7560	0	1
Gene7561	0	1
Gene7562	0	1
Gene7563	0.357969595	0.877956731
Gene7564	0.232279917	0.477129674
Gene7565	1.37516795	0.05324622
Gene7566	0.290052705	0.492592922
Gene7567	0.423028818	0.163663984
Gene7568	0.775187693	0.062618428
Gene7569	0.204378394	0.466603838
Gene7570	0.214895551	0.488172802
Gene7571	1.958160486	0.017409262
Gene7572	0.076153043	0.858595869
Gene7573	0.261641473	0.244984337
Gene7574	0.439496832	0.192397595
Gene7575	0	1
Gene7576	0.099380998	0.749700287
Gene7577	0	1
Gene7578	0.82666394	0.253770367
Gene7579	0	1
Gene7580	0.532434414	0.49325272
Gene7581	0.285263417	0.548068975
Gene7582	0.246113267	0.660883815
Gene7583	0.235341109	0.472321779
Gene7584	0.341420612	0.351840081
Gene7585	0	1
Gene7586	0.51619998	0.390781312
Gene7587	0	1
Gene7588	0.090991139	0.691938703
Gene7589	0.289042291	0.504530378
Gene7590	0.967879011	0.16987516
Gene7591	0.06686054	0.837841254
Gene7592	1.000847961	0.270138354
Gene7593	0.11498863	0.9280932
Gene7594	0	1
Gene7595	0	1
Gene7596	0	1
Gene7597	0.261575098	0.353250078
Gene7598	0.84837744	0.018859956
Gene7599	0	1
Gene7600	0.278346875	0.86937799
Gene7601	0.849808093	0.007294791
Gene7602	1.74503895	0.390504789
Gene7603	0	1
Gene7604	0.053802525	0.892693333
Gene7605	0.167486302	0.462517098
Gene7606	0.430013134	0.478384501
Gene7607	0	1
Gene7608	0.127909241	0.789252907
Gene7609	0.029089699	0.978974333
Gene7610	0.72674398	0.056608229
Gene7611	0.193708477	0.628293545
Gene7612	0.105123694	0.663698028
Gene7613	0.317211687	0.440533304
Gene7614	0.495355393	0.875464745
Gene7615	0.496018041	0.858017318
Gene7616	2.069842949	0.425382571
Gene7617	1.071924042	0.734502592
Gene7618	0.15616516	0.66612783
Gene7619	0.143490854	0.292230285
Gene7620	0.145994543	0.429004015
Gene7621	0.495355393	0.875464745
Gene7622	0.105962743	0.683063947
Gene7623	0.576579032	0.781984077
Gene7624	0	1
Gene7625	0	1
Gene7626	0.004836183	0.994584639
Gene7627	0.076342972	0.742677983
Gene7628	0.338378673	0.680124578
Gene7629	0.617439614	0.128103211
Gene7630	0.066909215	0.710499572
Gene7631	0	1
Gene7632	0.764019457	0.36016941
Gene7633	0.523763021	0.060830791
Gene7634	0	1
Gene7635	0.084890914	0.802770161
Gene7636	0.093816915	0.81171509
Gene7637	1.062135829	0.310087345
Gene7638	0.543849864	0.377688078
Gene7639	0.04631725	0.924479107
Gene7640	0.158785949	0.603109865
Gene7641	0.403308375	0.613765701
Gene7642	1.825561003	0.559075914
Gene7643	0.135696428	0.818032121
Gene7644	0.533263194	0.077391006
Gene7645	0	1
Gene7646	0.619876232	0.32506429
Gene7647	0	1
Gene7648	0.657136938	0.363176595
Gene7649	0.495355393	0.875464745
Gene7650	0.125319851	0.865987156
Gene7651	0.031201433	0.894404937
Gene7652	0.97335966	0.394789146
Gene7653	0.106842617	0.814473141
Gene7654	0.111645636	0.673030047
Gene7655	0.119120453	0.615599091
Gene7656	0.872169865	0.711462526
Gene7657	0	1
Gene7658	0.642607649	0.397477545
Gene7659	0.222782294	0.835631343
Gene7660	0.584392994	0.433780167
Gene7661	0.330907153	0.640244808
Gene7662	0	1
Gene7663	0.231133961	0.643581955
Gene7664	0.012029999	0.981117508
Gene7665	0.262825323	0.59099338
Gene7666	1.163134241	0.064851544
Gene7667	0.008112625	0.966990651
Gene7668	0.495355393	0.875464745
Gene7669	0.019718224	0.964096725
Gene7670	0.810931817	0.009924599
Gene7671	0.040120868	0.870278308
Gene7672	0.073404157	0.920524988
Gene7673	0.230175082	0.749748194
Gene7674	0.711973683	0.724252808
Gene7675	0.087777773	0.920620056
Gene7676	0.72528584	0.088588657
Gene7677	0.09626309	0.681196755
Gene7678	0	1
Gene7679	0	1
Gene7680	0.615971093	0.175635764
Gene7681	1.093778831	0.145372479
Gene7682	0.660069657	0.228248692
Gene7683	0.370938591	0.072792885
Gene7684	0.605216848	0.047825892
Gene7685	0	1
Gene7686	0.712736353	0.222278589
Gene7687	0.560742749	0.106157935
Gene7688	0	1
Gene7689	0.619520954	0.189047821
Gene7690	0.414093103	0.376031596
Gene7691	1.628791987	0.60383133
Gene7692	0.317663314	0.563708721
Gene7693	1.402539257	0.425856075
Gene7694	0.59063386	0.635737448
Gene7695	0.393415583	0.250203752
Gene7696	0.30529745	0.548883038
Gene7697	0	1
Gene7698	0.393034115	0.182294547
Gene7699	0.496035384	0.864130596
Gene7700	2.084856596	0.013918194
Gene7701	1.095684416	0.48574229
Gene7702	1.071251836	0.734663796
Gene7703	0.326903857	0.5352969
Gene7704	0.345860301	0.225724035
Gene7705	0.089150092	0.831037627
Gene7706	0	1
Gene7707	0.259089724	0.35314418
Gene7708	0.356857998	0.321490154
Gene7709	0.517022178	0.066013541
Gene7710	0.97356113	0.112415977
Gene7711	1.026243693	0.473026798
Gene7712	0	1
Gene7713	1.019651964	0.130076248
Gene7714	0.262931178	0.511672438
Gene7715	0.112730418	0.826879176
Gene7716	0.565847971	0.10296805
Gene7717	0.051128096	0.863652101
Gene7718	1.741562847	0.333330815
Gene7719	2.133023254	0.46067947
Gene7720	0.138858786	0.795386645
Gene7721	0.527259915	0.32806783
Gene7722	0.471765803	0.221282121
Gene7723	0.698152592	0.239606444
Gene7724	0.248004053	0.244670553
Gene7725	0	1
Gene7726	1.573752622	0.0603592
Gene7727	0.162660958	0.841031552
Gene7728	0.199257406	0.445286415
Gene7729	0.246411114	0.633164026
Gene7730	0	1
Gene7731	0.529772433	0.112219649
Gene7732	0.041992568	0.977985557
Gene7733	0.022784268	0.965240184
Gene7734	0.076849984	0.906886797
Gene7735	0.553385864	0.040240007
Gene7736	0.637442201	0.024936231
Gene7737	2.006678757	2.93E-01
Gene7738	1.536712879	2.07E-03
Gene7739	0.245112065	0.389280583
Gene7740	0.016596634	0.942889995
Gene7741	0.091012862	0.909963099
Gene7742	1.073133602	7.34E-01
Gene7743	0.276727585	0.299767622
Gene7744	0.313991006	0.71872177
Gene7745	0.683280163	0.28383595
Gene7746	0.288311128	0.57165945
Gene7747	0	1
Gene7748	0.030684239	0.83793813
Gene7749	0.76777655	0.085784683
Gene7750	0.867735762	0.149783808
Gene7751	0	1
Gene7752	0.860682162	0.272760118
Gene7753	0.159457421	0.61132916
Gene7754	0.888085802	0.033094637
Gene7755	0.852983851	0.161584818
Gene7756	0	1
Gene7757	0.299311608	0.499198509
Gene7758	0.188057959	0.736380037
Gene7759	0.154446985	0.789178232
Gene7760	0.922466321	0.107332269
Gene7761	0	1
Gene7762	1.057005011	0.103509786
Gene7763	1.48384901	0.360032231
Gene7764	0.409747892	0.066510489
Gene7765	1.30738961	0.003245521
Gene7766	0	1
Gene7767	3.900036262	0.007302098
Gene7768	0	1
Gene7769	1.082140317	0.019507243
Gene7770	0.213222802	0.739774217
Gene7771	0.142254119	0.89314123
Gene7772	0.558409545	0.690657058
Gene7773	0	1
Gene7774	0	1.00E+00
Gene7775	0	1
Gene7776	0.354207594	0.704641963
Gene7777	0.025871894	0.921072852
Gene7778	0	1
Gene7779	0.391428086	0.529754454
Gene7780	0.980711141	0.075789426
Gene7781	0.327928785	0.129694079
Gene7782	0.248053124	0.800918192
Gene7783	0.690620656	0.052472677
Gene7784	0.178248719	0.55137872
Gene7785	0.429759066	0.425200566
Gene7786	0.495355393	0.875464745
Gene7787	0.718225368	0.434959122
Gene7788	1.66918669	0.108979737
Gene7789	0.495355393	0.875464745
Gene7790	0.143331971	0.735333527
Gene7791	0	1
Gene7792	0.848635959	0.09152941
Gene7793	1.155198646	0.238452798
Gene7794	0	1
Gene7795	0.647698223	0.275019474
Gene7796	0	1
Gene7797	0.661292295	0.056334047
Gene7798	0.446374626	8.59E-01
Gene7799	0.501471673	0.060087156
Gene7800	0	1
Gene7801	0	1
Gene7802	0.83823432	0.790301947
Gene7803	0.412370194	0.194485198
Gene7804	0.478209498	0.078202655
Gene7805	0.330474222	0.10496002
Gene7806	0.715925582	0.224813736
Gene7807	0	1
Gene7808	1.493957265	1
Gene7809	0	1
Gene7810	1.039257175	0.455028476
Gene7811	0.060759577	0.857877268
Gene7812	0	1
Gene7813	0.368568001	0.288953863
Gene7814	0.00423519	0.992934854
Gene7815	0.100625787	7.77E-01
Gene7816	1.203866615	0.107283629
Gene7817	0.334992806	0.303141715
Gene7818	0.339029489	0.605391661
Gene7819	0.015527959	0.983803855
Gene7820	0	1
Gene7821	1.098009998	0.029818307
Gene7822	0	1
Gene7823	0.211565794	0.717665224
Gene7824	0.495355393	0.875464745
Gene7825	0.010700172	0.984185766
Gene7826	0	1
Gene7827	0.232907453	0.215421212
Gene7828	0.466156876	0.158683027
Gene7829	0.942535379	0.274896495
Gene7830	0.859773791	0.05953553
Gene7831	0.431842122	0.160635872
Gene7832	0.003179271	0.996015712
Gene7833	0.153698741	0.821486651
Gene7834	0.245385806	0.370866329
Gene7835	0	1
Gene7836	0	1
Gene7837	0.300870129	0.355373002
Gene7838	0.113090456	0.891213221
Gene7839	0	1
Gene7840	0	1
Gene7841	1.187896932	0.053317189
Gene7842	0.289290501	0.235057315
Gene7843	0.729372007	0.221892241
Gene7844	0.913000573	0.031719005
Gene7845	3.134539887	0.093635113
Gene7846	1.073133602	0.734212551
Gene7847	1.509547193	0.551957227
Gene7848	0.349707445	0.616497436
Gene7849	0	1
Gene7850	0	1
Gene7851	0	1
Gene7852	0.815560303	0.23080984
Gene7853	0.349916258	0.086594994
Gene7854	0	1
Gene7855	1.042645184	0.31653472
Gene7856	0.513048826	0.047506578
Gene7857	0	1
Gene7858	0	1
Gene7859	0.058831392	0.751434505
Gene7860	0	1
Gene7861	0.284701042	0.18591484
Gene7862	0.920232013	0.233740213
Gene7863	0.02963141	0.927321764
Gene7864	0.197834461	0.230560614
Gene7865	0.328001881	0.535312945
Gene7866	0	1
Gene7867	0.103518518	0.767174882
Gene7868	0.875200012	4.33E-01
Gene7869	0.036819983	0.982911852
Gene7870	0.592011316	0.109130147
Gene7871	0.495355393	0.875464745
Gene7872	0	1
Gene7873	0	1
Gene7874	0.056175922	0.888145666
Gene7875	0.242996368	0.772602478
Gene7876	0.129490806	0.788509942
Gene7877	0	1
Gene7878	0.579516647	0.824942943
Gene7879	0	1
Gene7880	0	1
Gene7881	1.011802223	0.079791542
Gene7882	0.127097938	0.655159553
Gene7883	0.086458992	0.790200639
Gene7884	0.495355393	0.875464745
Gene7885	0.386927025	0.128678927
Gene7886	0	1.00E+00
Gene7887	0	1
Gene7888	0	1
Gene7889	0.13115081	0.750279347
Gene7890	0	1
Gene7891	0.122637741	0.693479184
Gene7892	1.486641409	0.484013874
Gene7893	0.114433075	0.791546422
Gene7894	0.948048739	0.148467916
Gene7895	0	1
Gene7896	0	1
Gene7897	0.323810039	0.619554782
Gene7898	0.080390668	0.885143911
Gene7899	0	1
Gene7900	1.545942178	0.616315806
Gene7901	0.306780547	0.416211189
Gene7902	1.199665798	0.383660188
Gene7903	0.1243323	0.498187803
Gene7904	0.390626857	0.398129439
Gene7905	0	1
Gene7906	0	1
Gene7907	0	1
Gene7908	0	1
Gene7909	0	1
Gene7910	0	1
Gene7911	0	1
Gene7912	0	1
Gene7913	0	1
Gene7914	0	1
Gene7915	0.847929994	0.076493613
Gene7916	0.306705109	0.676948477
Gene7917	0	1
Gene7918	0.64426701	0.316301155
Gene7919	1.205360116	0.118269589
Gene7920	0	1
Gene7921	0.253567028	0.761968751
Gene7922	0	1
Gene7923	1.073133602	0.734212551
Gene7924	0.666016232	0.241118238
Gene7925	0.837350751	0.216029731
Gene7926	0.102648758	0.71009127
Gene7927	0.36212182	0.667526732
Gene7928	0	1
Gene7929	0	1
Gene7930	0.071228571	0.810789679
Gene7931	0.147408493	0.478441061
Gene7932	0.126615536	0.778828668
Gene7933	0.320755293	0.195220927
Gene7934	0.410577562	2.62E-01
Gene7935	0	1
Gene7936	0.005428223	0.987644337
Gene7937	0.263111456	0.336662521
Gene7938	2.298667689	0.116796292
Gene7939	0	1
Gene7940	0	1
Gene7941	1.073133602	0.734212551
Gene7942	0	1
Gene7943	0.141305811	0.744006697
Gene7944	0.182631686	0.56874667
Gene7945	0	1
Gene7946	0	1
Gene7947	0	1
Gene7948	0.212044768	0.605016004
Gene7949	0.145367781	0.721359153
Gene7950	1.483734359	0.456758958
Gene7951	1.417125757	0.504949815
Gene7952	0.494625351	0.023635063
Gene7953	0.792041963	0.230093519
Gene7954	1.640334311	0.476746702
Gene7955	0	1
Gene7956	0.508478946	0.293077922
Gene7957	0.495355393	0.875464745
Gene7958	2.709744582	0.137292114
Gene7959	0.103381637	0.694701607
Gene7960	1.073133602	0.734212551
Gene7961	0.141497694	0.630558991
Gene7962	0	1
Gene7963	0	1
Gene7964	0	1
Gene7965	0.495355393	0.875464745
Gene7966	0.593784138	0.698311775
Gene7967	0.321708925	0.186465138
Gene7968	0	1
Gene7969	1.073133602	0.734212551
Gene7970	0	1
Gene7971	2.031387153	0.017345984
Gene7972	0.150547759	0.574484763
Gene7973	0.34473635	0.363328588
Gene7974	0	1
Gene7975	0.522014117	0.354648949
Gene7976	0.662405818	0.14839481
Gene7977	1.555816641	0.21485774
Gene7978	0.026461623	0.959355858
Gene7979	0.223723013	0.908789665
Gene7980	0.076233708	0.820388523
Gene7981	0	1
Gene7982	0	1
Gene7983	0.499452907	0.100963445
Gene7984	0	1
Gene7985	0	1
Gene7986	0	1
Gene7987	0.666931653	0.18584836
Gene7988	1.103256332	0.257223521
Gene7989	2.607936417	0.188217697
Gene7990	0	1
Gene7991	0.221734096	0.21917794
Gene7992	0.273040431	0.368965467
Gene7993	0.372159303	0.252401818
Gene7994	0.811533788	0.235596552
Gene7995	0	1
Gene7996	1.071251836	0.734663796
Gene7997	0.849441773	0.122681227
Gene7998	0	1
Gene7999	0.486846732	0.445156441
